question,answer,image_id
Are any fractures present?,No,synpic20626.jpg
Is/Are there fractures?,No,synpic20626.jpg
Is there a skull fracture?,No,synpic20626.jpg
Is/Are there fractures?,No,synpic20626.jpg
Is there a skull fracture present?,No,synpic59935.jpg
Is/Are the skull fractured? -yes/no,No,synpic59935.jpg
Is the skull fractured?,No,synpic59935.jpg
Is/Are the skull fractured? -yes/no,No,synpic59935.jpg
Is/Are there skeletal joints?,No,synpic29771.jpg
What are the skeletal joints in this image?,Sacroiliac joint,synpic29771.jpg
Is the cardiac silhouette enlarged?,No,synpic45610.jpg
Is/Are the heart size abnormal?,No,synpic45610.jpg
Is the heart size abnormal,No,synpic45610.jpg
Is/Are the heart size abnormal?,No,synpic45610.jpg
Is there a subarachnoid bleed in the image?,No,synpic45544.jpg
Is/Are there subarachnoid bleeding?,No,synpic45544.jpg
Is a subarachnoid bleed present?,No,synpic45544.jpg
Is/Are there subarachnoid bleeding?,No,synpic45544.jpg
What material is the peripheral hypodensity?,Fat,synpic28277.jpg
What is/are the hypodensity near/in the periphery of the image?,Fat,synpic28277.jpg
What is the the dark gray surrounding the periphery of the image?,Fat,synpic28277.jpg
What is/are the hypodensity near/in the periphery of the image?,Fat,synpic28277.jpg
Does the right kidney show signs of hydronephrosis?,No,synpic28569.jpg
Is/Are the right kidney abnormal?,No,synpic28569.jpg
Is the right kidney abnormal here?,No,synpic28569.jpg
Is/Are the right kidney abnormal?,No,synpic28569.jpg
Is the lesions located on the left or right?,Right,synpic20375.jpg
Where is the lesion located?,Right,synpic20375.jpg
Is the aorta abnormally wide?,No,synpic33481.jpg
is the aortic knob widened?,No,synpic33481.jpg
Is the aortic knob widened?,No,synpic33481.jpg
is the aortic knob widened?,No,synpic33481.jpg
Is the trachea normal?,Yes,synpic24350.jpg
Is/Are the trachea normal?,Yes,synpic24350.jpg
Is the trachea midline?,Yes,synpic24350.jpg
Is the trachea midline?,Yes,synpic24350.jpg
What is/are the hyperdense opacities near/in the periphery?,Ribs,synpic47974.jpg
What is/are the hyperdense opacities near/in the periphery?,Ribs,synpic47974.jpg
Are there skull fractures?,No,synpic56116.jpg
Is there a skull fracture?,No,synpic56116.jpg
Is/Are there sign of skull fracture?,No,synpic34922.jpg
Is/Are there sign of skull fracture?,No,synpic34922.jpg
Are the cortexes atrophied here?,No,synpic45544.jpg
Is the cortex atrophied?,No,synpic45544.jpg
Is cortical atrophy present?,No,synpic45544.jpg
Is the cortex atrophied?,No,synpic45544.jpg
Is there a pneumothorax?,No,synpic17675.jpg
Is/Are there pneumothorax?,No,synpic17675.jpg
Is a pneuomothorax present?,No,synpic17675.jpg
Is/Are there pneumothorax?,No,synpic17675.jpg
Is the skull fractured?,No,synpic57237.jpg
Is/Are the skull fractured? -yes/no,No,synpic57237.jpg
Is there a skull fracture?,No,synpic57237.jpg
Is/Are the skull fractured? -yes/no,No,synpic57237.jpg
If the mass compressed the left renal vein in a male	what else might you expect to see?,Varicocele,synpic37275.jpg
Is/Are there pneumothorax?,No,synpic33302.jpg
Is/Are there pneumothorax?,No,synpic33302.jpg
Are the clavicles fractured?,No,synpic26413.jpg
Is/Are there clavicular fracture?,No,synpic26413.jpg
Is a clavicular fracture present?,No,synpic26413.jpg
Is/Are there clavicular fracture?,No,synpic26413.jpg
Is the liver lacerated?,No,synpic28569.jpg
Is/Are the damage located near/in the liver?,No,synpic28569.jpg
Is there damage to the liver?,No,synpic28569.jpg
Is/Are the damage located near/in the liver?,No,synpic28569.jpg
What does the small white lesions in the aorta mean,Calcification,synpic50958.jpg
What is/are the small white lesions near/in the aorta?,Calcification,synpic50958.jpg
What do the hyperdensities in the aorta suggest?,Calcification,synpic50958.jpg
What is/are the small white lesions near/in the aorta?,Calcification,synpic50958.jpg
Is a pleural effusion present?,No,synpic24350.jpg
Is/Are there pleural effusion?,No,synpic24350.jpg
Is there a pleural effusion?,No,synpic24350.jpg
Is/Are there pleural effusion?,No,synpic24350.jpg
Is/Are the diaphragm flat? -yes/no,No,synpic45610.jpg
Is/Are the diaphragm flat? -yes/no,No,synpic45610.jpg
Is this in the coronal plane?,no,synpic40426.jpg
Is there lymphadenopathy?,No,synpic27646.jpg
Is there lymphadenopathy?,No,synpic27646.jpg
Is lymphadenopathy present?,No,synpic27646.jpg
Is there lymphadenopathy?,No,synpic27646.jpg
Are the ventricles unaltered?,No,synpic53207.jpg
Is/Are the ventricles normal?,No,synpic53207.jpg
Are the ventricles normal?,No,synpic53207.jpg
Is/Are the ventricles normal?,No,synpic53207.jpg
Is this image abnormal?,Yes,synpic55583.jpg
Is/Are there lesions?,Yes,synpic55583.jpg
What is the shape of the mass?,Elliptical,synpic40426.jpg
How would you describe the mass?,Elliptical,synpic40426.jpg
What is the form of the mass?,Elliptical,synpic40426.jpg
How would you describe the mass?,Elliptical,synpic40426.jpg
Describe the borders of the lesion.,Smooth,synpic19232.jpg
How would you describe the borders of the lesion?,Smooth,synpic19232.jpg
How are the borders of the lesion?,Smooth,synpic19232.jpg
How would you describe the borders of the lesion?,Smooth,synpic19232.jpg
What is the location of the mass?,Left temporal horn,synpic48091.jpg
Where is/are the mass located?,Left temporal horn,synpic48091.jpg
Where is the mass?,Left temporal horn,synpic48091.jpg
Where is/are the mass located?,Left temporal horn,synpic48091.jpg
Is the mass heterogenous?,Yes,synpic45364.jpg
Is/Are the mass heterogeneous?,Yes,synpic45364.jpg
Is the mass varied?,Yes,synpic45364.jpg
Is/Are the mass heterogeneous?,Yes,synpic45364.jpg
Is there mass effect seen on this image?,Yes,synpic55583.jpg
Is there mass effect?,Yes,synpic55583.jpg
Is there bulging of structures in this image?,Yes,synpic55583.jpg
Is/Are the affected areas enlarged?,Yes,synpic55583.jpg
Can you name the organ captured by this image?,Brain,synpic51212.jpg
How would you describe the lesion?,Ring-enhancing,synpic51212.jpg
How would you describe the lesion?,Ring-enhancing,synpic51212.jpg
What is this type of lesion called?,Ring-enhancing,synpic51212.jpg
What is the lesion?,Ring-enhancing,synpic51212.jpg
What is the location of the abnormality?,Right lung,synpic31217.jpg
Where is/are the nodules located?,Right lung,synpic31217.jpg
Where is the abnormality?,Right lung,synpic31217.jpg
Where is/are the nodules located?,Right lung,synpic31217.jpg
What is the location of the abnormality?,Right side of the trachea,synpic32081.jpg
Where is/are the abnormality located?,Right side of the trachea,synpic32081.jpg
Where is the abnormality?,Right side of the trachea,synpic32081.jpg
Where is/are the abnormality located?,Right side of the trachea,synpic32081.jpg
The bottom of the image indicates what area of the brain?,Posterior brain,synpic53207.jpg
Is there edema present near the lesion?,Yes,synpic51212.jpg
Is/Are there fluid accumulation in the patient's brain?,Yes,synpic51212.jpg
Is there fluid accumulation near the lesion?,Yes,synpic51212.jpg
Is/Are there fluid accumulation in the patient's brain?,Yes,synpic51212.jpg
Are there abnormal findings?,Yes,synpic24878.jpg
Is this image abnormal?,Yes,synpic24878.jpg
Is anything irregular in this image?,Yes,synpic24878.jpg
Is this image abnormal?,Yes,synpic24878.jpg
What injury does this brain image suggest?,hypoxic ischemic injury,synpic53207.jpg
What is evinced by this brain image?,Loss of normal gray-white matter junction,synpic53207.jpg
Is this an image of normal physiology?,No,synpic31217.jpg
Is this patient healthy?,No,synpic31217.jpg
What is the location of the lesion?,Abdomen and pelvis,synpic45364.jpg
Where is/are the lesion located?,Abdomen and pelvis,synpic45364.jpg
Where is the lesion?,Abdomen and pelvis,synpic45364.jpg
Where is/are the lesion located?,Abdomen and pelvis,synpic45364.jpg
What is abnormal with the ventricles?,Lateral and third ventricular hydrocephalus,synpic47020.jpg
What is abnormal with the ventricles?,Lateral and third ventricular hydrocephalus,synpic47020.jpg
Is/Are there a focal mass?,No,synpic27646.jpg
Is/Are there a focal mass?,No,synpic27646.jpg
Are the airway walls thickened in the bases?,Yes,synpic18250.jpg
Is/Are there thickening in the patient's airway walls?,Yes,synpic18250.jpg
Is there increased airway wall thickening of the bilateral bases?,Yes,synpic18250.jpg
Is/Are there thickening in the patient's airway walls?,Yes,synpic18250.jpg
Is the heart enlarged?,No,synpic29263.jpg
Is/Are the heart enlarged?,No,synpic29263.jpg
Is there cardiomegaly?,No,synpic29263.jpg
Is/Are the heart enlarged?,No,synpic29263.jpg
Are there abnormalities seen in the lungs?,yes,synpic31217.jpg
How would you describe the location of the lesion?,Retrocardiac,synpic19232.jpg
Where is/are the lesion located?,Retrocardiac,synpic19232.jpg
Where is the lesion located?,Retrocardiac,synpic19232.jpg
Where is/are the lesion located?,Retrocardiac,synpic19232.jpg
Where is the nodule?,Below the 7th rib in the right lung.,synpic31217.jpg
What is the abnormality?,Single lung nodule,synpic31217.jpg
Are there abnormalities?,Yes,synpic18250.jpg
Is this image abnormal?,Yes,synpic18250.jpg
Is anything wrong in this image?,Yes,synpic18250.jpg
Is this image abnormal?,Yes,synpic18250.jpg
Is anything wrong in the image?,Yes,synpic32081.jpg
Is this image normal?,Yes,synpic32081.jpg
Is there an abnormality?,Yes,synpic32081.jpg
Is this image normal?,Yes,synpic32081.jpg
Are there other abnormalities besides the mass in the temporal horn?,Yes,synpic48091.jpg
"Besides the mass in the temporal horn, are there other enhancements in the image?",Yes,synpic48091.jpg
How was this image taken?,MRI,synpic51212.jpg
Is/Are there free air?,No,synpic34054.jpg
Is/Are there free air?,No,synpic34054.jpg
What is the condition of the patient,Blind loop syndrome,synpic34054.jpg
What is abnormal in this image?,Blind loop syndrome,synpic34054.jpg
What abnormality is seen?,Blind-ending loop of bowel arising from the cecum,synpic34054.jpg
What is abnormal in this image?,Blind-ending loop of bowel arising from the cecum,synpic34054.jpg
Is/Are there abnormality in the patient's lungs?,No,synpic29263.jpg
Is/Are there abnormality in the patient's lungs?,No,synpic29263.jpg
What is the location of the mass?,Pineal region,synpic47020.jpg
Where is/are the mass located?,Pineal region,synpic47020.jpg
Where is the mass?,Pineal region,synpic47020.jpg
Where is/are the mass located?,Pineal region,synpic47020.jpg
Is this image in the transverse plane?,yes,synpic51212.jpg
Are there any pulmonary findings?,No,synpic29263.jpg
Is/Are the lungs normal?,No,synpic29263.jpg
Are the lungs affected?,No,synpic29263.jpg
Is/Are the lungs normal?,No,synpic29263.jpg
In which lobe are the lesions?,Bilateral frontal lobes,synpic55583.jpg
Where is/are the lesions located?,Bilateral frontal lobes,synpic55583.jpg
Where are the lesions?,Bilateral frontal lobes,synpic55583.jpg
Where is/are the lesions located?,Bilateral frontal lobes,synpic55583.jpg
What type of image is this?,MRI-DWI,synpic53207.jpg
Is the gyral enhancement?,yes,synpic55583.jpg
What is the location of the abnormality?,Right colon,synpic24878.jpg
Where is/are the abnormality located?,Right colon,synpic24878.jpg
Where is the abnormal finding?,Right colon,synpic24878.jpg
Where is/are the abnormality located?,Right colon,synpic24878.jpg
What plane is seen?,PA,synpic27646.jpg
How would you describe the mass?,Isointense,synpic48091.jpg
How would you describe the mass?,Isointense,synpic48091.jpg
What are the characteristics of the mass?,Isointense,synpic48091.jpg
How would you describe the mass?,Isointense,synpic48091.jpg
Which plane is this image taken in?,PA,synpic31217.jpg
Is the mass hyperintense or hypointense?,Hyperintense,synpic47020.jpg
Is/Are the mass hyperintense or hypointense?,Hyperintense,synpic47020.jpg
What is the radiological description of the mass?,Hyperintense,synpic47020.jpg
What is the intensity of the mass?,Hyperintense,synpic47020.jpg
What allows for the bright areas seen in this image?,IV contrast,synpic40426.jpg
Is this an MRI?,no,synpic27646.jpg
Is the mass heterogenous?,Yes,synpic40426.jpg
Is/Are the mass heterogenous? -yes/no,Yes,synpic40426.jpg
Is the mass heterogenous in consistency?,Yes,synpic40426.jpg
Is/Are the mass heterogenous? -yes/no,Yes,synpic40426.jpg
Is this image abnormal?,Yes,synpic45364.jpg
Is this image abnormal?,Yes,synpic45364.jpg
Are there abnormalities with in the contrast between white and grey matter?,Yes,synpic53207.jpg
Is the gray-white matter junction abnormal?,Yes,synpic53207.jpg
Is the gray-white matter junction altered?,Yes,synpic53207.jpg
Is the gray-white matter junction abnormal?,Yes,synpic53207.jpg
Is there evidence of inflammation?,Yes,synpic34054.jpg
Is/Are there inflammation?,Yes,synpic34054.jpg
Is any structure inflamed?,Yes,synpic34054.jpg
Is/Are there inflammation?,Yes,synpic34054.jpg
What is abnormal in this image?,Diverticulitis,synpic24878.jpg
What is abnormal in this image?,Diverticulitis,synpic24878.jpg
Is the image in the axial plane?,yes,synpic53207.jpg
How can the distribution in this image be described?,Micronodular,synpic27646.jpg
How would you describe the distributions?,Micronodular,synpic27646.jpg
What type of distributions is seen on this image?,Micronodular,synpic27646.jpg
How would you describe the distributions?,Micronodular,synpic27646.jpg
What is the location of the mass?,Left rectus abdominus,synpic40426.jpg
Where is/are the mass located?,Left rectus abdominus,synpic40426.jpg
Where is the mass?,Left rectus abdominus,synpic40426.jpg
Where is/are the mass located?,Left rectus abdominus,synpic40426.jpg
Is this a T1 weighted image?,no,synpic55583.jpg
Is the right renal vein visualized?,No,synpic31757.jpg
Is/Are there right renal vein?,No,synpic31757.jpg
Is it possible to identify the right renal vein?,No,synpic31757.jpg
Is/Are there right renal vein?,No,synpic31757.jpg
Are the kidneys visible in this image?,yes,synpic25105.jpg
Is air visible in the bowels?,yes,synpic22794.jpg
Is/Are there air in the bowels?,yes,synpic22794.jpg
Is there air in the bowel?,yes,synpic22794.jpg
Is/Are there air in the bowels?,yes,synpic22794.jpg
What do the two bright dots represent?,nipple location,synpic42210.jpg
What are the two bright dots?,nipple location,synpic42210.jpg
What are the two hyperlucent inferior dots?,nipple location,synpic42210.jpg
What are the two dots?,nipple location,synpic42210.jpg
What are the locations of the hyperintensities?,bilateral frontal lobes and body of corpus callosum,synpic54391.jpg
Where is/are the hyperintensities  located?,bilateral frontal lobes and body of corpus callosum,synpic54391.jpg
Where are the hyperintensities located?,bilateral frontal lobes and body of corpus callosum,synpic54391.jpg
Where is/are the hyperintensities  located?,bilateral frontal lobes and body of corpus callosum,synpic54391.jpg
Are the kidneys visualized?,yes,synpic28210.jpg
Is/Are there kidneys?,yes,synpic28210.jpg
Can you see the kidneys,yes,synpic28210.jpg
Is/Are there kidneys?,yes,synpic28210.jpg
Is this a PA or AP film?,PA,synpic100176.jpg
What laterality is this film?,PA,synpic100176.jpg
What artery is the embolus from?,distal basilar artery,synpic56344.jpg
Where is the embolus located?,distal basilar artery,synpic56344.jpg
Where is/are the embolus  located?,distal basilar artery,synpic56344.jpg
Is/Are there cardiomegaly ?,Yes,synpic52988.jpg
Is/Are there cardiomegaly ?,Yes,synpic52988.jpg
The mass is located in what region?,suprasellar,synpic53867.jpg
Where is/are the mass located?,suprasellar,synpic53867.jpg
Where is the mass located?,suprasellar,synpic53867.jpg
Where is/are the mass located?,suprasellar,synpic53867.jpg
The imaging modality is...?,MRI/FLAIR,synpic54391.jpg
What is the image modality?,MRI/FLAIR,synpic54391.jpg
Is there fluid in the lungs?,No,synpic28987.jpg
Is/Are there a pleural effusion?,No,synpic28987.jpg
Is a pleural effusion present?,No,synpic28987.jpg
Is/Are there a pleural effusion?,No,synpic28987.jpg
Is this an axial cut?,Yes,synpic25105.jpg
Is the trachea deviated?,yes,synpic42210.jpg
Is/Are there tracheal deviation?,yes,synpic42210.jpg
Is tracheal deviation present?,yes,synpic42210.jpg
Is/Are there tracheal deviation?,yes,synpic42210.jpg
What image modality is this?,CT,synpic33892.jpg
What imaging modality was used,CT,synpic33892.jpg
Is/Are there bowel gas?,yes,synpic28210.jpg
Is/Are there bowel gas?,yes,synpic28210.jpg
Are patchy infiltrates depicted?,Yes,synpic52988.jpg
Is/Are there patchy infiltrates?,Yes,synpic52988.jpg
Are there patchy infiltrates present?,Yes,synpic52988.jpg
Is/Are there patchy infiltrates?,Yes,synpic52988.jpg
What are the affected blood vessels?,left ACA and MCA,synpic45699.jpg
What are the affected blood vessels?,left ACA and MCA,synpic45699.jpg
Are the margins of the cardiac silhouette normal?,No,synpic100176.jpg
Is/Are the cardiac silhouette normal?,No,synpic100176.jpg
Is the heart border normal?,No,synpic100176.jpg
Is/Are the heart border normal?,No,synpic100176.jpg
Is this an axial plane,yes,synpic23008.jpg
Is there intrahepatic ductal dilatation?,yes,synpic32981.jpg
Is the intrahepatic duct dilated?,yes,synpic32981.jpg
Is intrahepatic ductal dilatation present?,yes,synpic32981.jpg
Is the intrahepatic duct dilated?,yes,synpic32981.jpg
What imaging modality was used?,x-ray,synpic12210.jpg
What type of image is this?,x-ray,synpic12210.jpg
Are air fluid levels depicted in this image?,Yes,synpic28718.jpg
Is/Are there air fluid levels?,Yes,synpic28718.jpg
Is there an air fluid level present?,Yes,synpic28718.jpg
Is/Are there air fluid levels?,Yes,synpic28718.jpg
What organs is affected in this image?,brain,synpic52248.jpg
What is involved in this image?,"Caudate, putamen, left parietal",synpic52248.jpg
Where is the pathology located?,anterior cerebrum,synpic56061.jpg
Where is/are the infarcts located?,anterior cerebrum,synpic56061.jpg
Which region of the brain is impacted?,Anterior surface,synpic56061.jpg
Where is/are the infarcts located?,Anterior surface,synpic56061.jpg
Is there air in the bowel?,yes,synpic25105.jpg
Is there air in the patient's bowel?,yes,synpic25105.jpg
Is air present in the bowel?,yes,synpic25105.jpg
Is there air in the patient's bowel?,yes,synpic25105.jpg
What is behind the liver?,ascites,synpic23648.jpg
What is behind the patient's liver?,ascites,synpic23648.jpg
What finding is associated with liver?,ascites,synpic23648.jpg
What is the finding near the patient's liver?,ascites,synpic23648.jpg
What type of image is this?,MRI-FLAIR,synpic56061.jpg
what imaging modality was used,MRI-FLAIR,synpic56061.jpg
Is/Are there pneumoperitoneum?,no,synpic100176.jpg
Is/Are there pneumoperitoneum?,no,synpic100176.jpg
What imaging plane is depicted here?,axial,synpic52248.jpg
What is the plane?,axial,synpic52248.jpg
Is cardiomegaly shown?,yes,synpic28987.jpg
Is/Are there cardiomegaly?,yes,synpic28987.jpg
Is the heart enlarged?,yes,synpic28987.jpg
Is/Are there cardiomegaly?,yes,synpic28987.jpg
What is the location of the mass?,right kidney,synpic31757.jpg
Where is/are the mass located?,right kidney,synpic31757.jpg
Where is the mass located?,right kidney,synpic31757.jpg
Where is/are the mass located?,right kidney,synpic31757.jpg
How was this image taken?,With contrast,synpic28718.jpg
What do the hyperintensities likely represent?,Hemorrhage,synpic54391.jpg
What are the hyperintensities in the image?,Hemorrhage,synpic54391.jpg
What are the hyperintensities signaling?,Hemorrhage,synpic54391.jpg
What are the hyperintensities in the image?,Hemorrhage,synpic54391.jpg
Can you see kidneys in this image,yes,synpic24967.jpg
What is the structure in the image?,brain,synpic27142.jpg
What is the pathology in the image?,kidney cyst,synpic22794.jpg
What is the mass in the image?,kidney cyst,synpic22794.jpg
How was this image taken?,With contrast,synpic23008.jpg
Is there contrast in this image,yes,synpic24967.jpg
Is pericholecystic inflammation present?,yes,synpic24967.jpg
Is/Are there pericholecystic inflammation?,yes,synpic24967.jpg
What is the lighter substance around the gallbladder,Pericholecystic fluid,synpic24967.jpg
What is lighter substance near the patient's gallbladder?,Pericholecystic fluid,synpic24967.jpg
What type of imaging was used?,MR - T2 weighted,synpic27142.jpg
Which image modality is this?,MR - T2 weighted,synpic27142.jpg
What is the plane?,axial,synpic45699.jpg
What plane was used?,axial,synpic45699.jpg
Does this image use contrast or not?,contrast,synpic53867.jpg
Does this CT have contrast or no contrast?,contrast,synpic53867.jpg
What is wrong with the pancreas?,fatty infiltration,synpic25105.jpg
What is wrong with the pancreas?,fatty infiltration,synpic25105.jpg
What pathology does the pancreas deominstrate?,fatty infiltration,synpic25105.jpg
What is pathological about the pancreas?,fatty infiltration,synpic25105.jpg
Is the liver cirrhotic?,yes,synpic23648.jpg
What organ exhibits pathology,jejunum,synpic28210.jpg
What is the pathological organ?,jejunum,synpic28210.jpg
Which part of the bowel is involved by the mass?,jejunum,synpic28210.jpg
What is involved part of the bowel?,jejunum,synpic28210.jpg
What plane are we in?,Axial,synpic24967.jpg
What is the modality used?,MR - ADC Map,synpic45699.jpg
What imaging method was used?,MR - ADC Map,synpic45699.jpg
Is the mass well defined?,No,synpic31757.jpg
Is the mass homogenous?,No,synpic31757.jpg
Is the mass well circumscribed,No,synpic31757.jpg
Is the mass homogenous?,No,synpic31757.jpg
What is at the base of the right lung?,nodules,synpic12210.jpg
What is/are the pathology near/in the base of the lungs?,nodules,synpic12210.jpg
What pathology is shown at the lung bases?,nodules,synpic12210.jpg
What is/are the pathology near/in the base of the lungs?,nodules,synpic12210.jpg
Is this a PA film?,yes,synpic42210.jpg
What image modality is this?,X-ray,synpic42210.jpg
Is this an axial plane?,yes,synpic28718.jpg
Is this a CT image?,yes,synpic23648.jpg
The abscess is located in what structure?,descending colon,synpic28718.jpg
Where is/are the abscess located?,descending colon,synpic28718.jpg
Where is the abscess located?,descending colon,synpic28718.jpg
Where is/are the abscess located?,descending colon,synpic28718.jpg
Where are the hyperlucencies located?,"thalami, left occipital lobe, brainstem and left cerebellum",synpic56344.jpg
Where is/are the hyperlucencies  located?,"thalami, left occipital lobe, brainstem and left cerebellum",synpic56344.jpg
Which areas are lighting up?,"thalami, left occipital lobe, brainstem and left cerebellum",synpic56344.jpg
Where is/are the hyperlucencies  located?,"thalami, left occipital lobe, brainstem and left cerebellum",synpic56344.jpg
Are there multiple septations within the cyst?,yes,synpic33892.jpg
Is/Are there septations in the patient's cyst?,yes,synpic33892.jpg
Is the cyst complex?,yes,synpic33892.jpg
Is/Are there septations in the patient's cyst?,yes,synpic33892.jpg
What organ is involved?,pancreas,synpic33892.jpg
What is the involved organ?,pancreas,synpic33892.jpg
Which organ is affected?,pancreas,synpic33892.jpg
What is the affected organ?,pancreas,synpic33892.jpg
Where are the kidneys located?,Adjacent to vertebrae,synpic28718.jpg
Is there contrast in this image?,yes,synpic25105.jpg
Is there evidence of mesenteric lymphadenopathy?,yes,synpic32981.jpg
Is/Are there mesenteric lymphadenopathy?,yes,synpic32981.jpg
Is mesenteric lymphadenopathy present?,yes,synpic32981.jpg
Is/Are there mesenteric lymphadenopathy?,yes,synpic32981.jpg
What imaging modality was used?,MR - Flair,synpic52248.jpg
What type of image modality is this?,MR - Flair,synpic52248.jpg
Is the right conal fascia inflammed?,yes,synpic24967.jpg
Is/Are there right conal fascia inflammation?,yes,synpic24967.jpg
Is inflammation present at the right conal fascia?,yes,synpic24967.jpg
Is/Are there right conal fascia inflammation?,yes,synpic24967.jpg
What organ is enlarged?,Spleen,synpic23648.jpg
What is the enlarged organ?,Spleen,synpic23648.jpg
Which organ is abnormally large?,Spleen,synpic23648.jpg
What is the enlarged organ?,Spleen,synpic23648.jpg
What does the enhancing periphery of the mass represent?,Calcification,synpic53867.jpg
What is the enhancing periphery of the mass?,Calcification,synpic53867.jpg
What is the outer rim of the mass?,Calcification,synpic53867.jpg
What is the outer rim of the mass?,Calcification,synpic53867.jpg
Is/Are the liver normal?,yes,synpic25105.jpg
Is/Are the liver normal?,yes,synpic25105.jpg
Blunting of the costophrenic angles indicate what condition?,pleural effusion,synpic52988.jpg
What does the blunting of the costophrenic angles indicate?,pleural effusion,synpic52988.jpg
What are the two bright images on either side,Hip bones,synpic23008.jpg
Is/Are there air outside the bowel walls?,No,synpic23008.jpg
Is/Are there a pneumoperitoneum?,No,synpic23008.jpg
Is there hilar adenopathy?,Yes,synpic31248.jpg
Is/Are there hilar adenopathy?,Yes,synpic31248.jpg
Is the ET tube properly placed?,Yes,synpic52988.jpg
Is there perinephric fat stranding?,Yes,synpic32136.jpg
Is/Are there fat stranding?,Yes,synpic32136.jpg
Which plane is the image in?,Axial,synpic19853.jpg
Is this a singular or multilobulated lesion?,multilobulated,synpic60254.jpg
How would you describe the lobulation of the lesion- single or multilobulated?,multilobulated,synpic60254.jpg
Is there cardiomegaly?,yes,synpic15006.jpg
Is there cardiomegaly,yes,synpic15006.jpg
Is/Are the air under the diaphragm pathologic?,No,synpic31962.jpg
Is there free air under the patient's diaphragm?,No,synpic31962.jpg
Are the sulci visible in this image?,No,synpic46062.jpg
Is/Are there sulci visible in this image?,No,synpic46062.jpg
What imaging modality was used?,CT,synpic32981.jpg
Is the trachea midline?,Yes,synpic17664.jpg
Is/Are the trachea in a normal position?,Yes,synpic17664.jpg
Are there any fractures in this image?,No,synpic17675.jpg
Is/Are the bones fractured? -yes/no,No,synpic17675.jpg
Was the patient given IV contrast?,Yes,synpic22967.jpg
Is there contrast in the patient's vasculature?,Yes,synpic22967.jpg
Is/Are there contrast in the patient's vasculature?,Yes,synpic22967.jpg
Is there pleural thickening in the R lung?,Yes,synpic49914.jpg
Is the pleura thick?,Yes,synpic49914.jpg
Are the biliary ducts dilated?,Yes,synpic33889.jpg
Is IV contrast used?,yes,synpic22874.jpg
Where is/are the lesion located?,4th ventricle,synpic57237.jpg
Is this process bilateral?,yes,synpic54391.jpg
Is/Are the hyperintensities  located near/in the right and left hemispheres?,yes,synpic54391.jpg
Is the sigmoid colon visualized at this axial section?,Yes,synpic42157.jpg
Is there a pneumothorax?,yes,synpic33102.jpg
Is there a pneumonthorax?,yes,synpic33102.jpg
Is the abnormality hyper intense?,Yes,synpic46720.jpg
Is/Are the lesion hyperintense?,Yes,synpic46720.jpg
Is there ring-enhancement?,Yes,synpic42307.jpg
Is/Are there a ring-enhancing lesion?,Yes,synpic42307.jpg
Is there air in the lesion?,No,synpic45364.jpg
Is/Are there air in the patient's lesion?,No,synpic45364.jpg
What part of the posterior brain contains the lesions?,temporal and lateral occipital lobes,synpic59536.jpg
Where is/are the posterior brain lesions  located?,temporal and lateral occipital lobes,synpic59536.jpg
Which lung are the nodules located in?,Bilateral,synpic18319.jpg
Where is/are the nodules located?,Bilateral,synpic18319.jpg
Is/Are the liver normal?,no,synpic40596.jpg
Is/Are there contrast in the patient's vasculature?,Yes,synpic34713.jpg
What is the signal intensity of the lesion?,Mixed intensity,synpic45634.jpg
What is/are the signal intensity of the lesion?,Mixed intensity,synpic45634.jpg
Is there a shift of midline structures?,No,synpic9872.jpg
Is/Are the mass hyperdense?,No,synpic38069.jpg
In what lobe of the brain is the lesion located?,Right temporal lobe,synpic51383.jpg
Where is/are the lesion located?,Right temporal lobe,synpic51383.jpg
Is/Are the air under the diaphragm pathologic?,No,synpic47783.jpg
Are the cerebellar infarcts hyper attenuated?,Yes,synpic34947.jpg
Is/Are the infarcts hyper attenuated?,Yes,synpic34947.jpg
Is this patient intubated?,no,synpic51872.jpg
Is/Are there an endotracheal tube?,no,synpic51872.jpg
Where is the spleen located?,On the left,synpic27601.jpg
Where is/are the spleen located?,On the left,synpic27601.jpg
Is the spleen present?,Yes,synpic27601.jpg
How many gallstones are identified?,4,synpic45162.jpg
How many gallstones are present/visualized in the image?,4,synpic45162.jpg
What would be the most probably diagnosis for this patient?,acute stroke,synpic60543.jpg
Why is the left hemithorax more lucent?,decreased muscle bulk,synpic27277.jpg
How big is the mass?,6.5 x 6.2 x 8.8cm,synpic31757.jpg
How big is/are the mass? -open,6.5 x 6.2 x 8.8cm,synpic31757.jpg
Is there a rib fracture?,No,synpic22037.jpg
Is/Are there a rib fracture?,No,synpic22037.jpg
Are there decreased lung markings in the right upper lung field?,Yes,synpic52767.jpg
Is/Are there pneumothorax?,Yes,synpic52767.jpg
Is there an brain bleed?,No,synpic57368.jpg
Is/Are there a hematoma in the patient's brain?,No,synpic57368.jpg
What is the term for the sign in this image?,right vertebral artery sign,synpic23631.jpg
What is/are the the term for the sign  near/in the image?,right vertebral artery sign,synpic23631.jpg
Is/Are the aorta abnormal?,No,synpic20260.jpg
Are there increased interstitial markings?,Yes,synpic40520.jpg
Is/Are there increased interstitial markings?,Yes,synpic40520.jpg
Is the mass in the left or right side?,Left,synpic40426.jpg
Is/Are the mass located near/in the left or right side?,Left,synpic40426.jpg
Is the corpus callosum involved?,Yes,synpic46943.jpg
